drug_normalized,diseaseId,diseaseName,mechanism_score,safety_penalty,trial_penalty,risk_multiplier,phenotype_boost,phenotype_multiplier,final_score,n_trials,trial_statuses,trial_source,example_condition,example_whyStopped,is_known_indication,original_indications,signature_genes,n_signature_targets,ci_lower,ci_upper,ci_width,confidence_tier,n_evidence_paths
repatha,EFO_0003914,atherosclerosis,2.0172272109385148,0.0,0.0,1.0,0.0,1.0,2.0172,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.492706,0.527508,0.034802,HIGH,4
repatha,EFO_0000195,metabolic syndrome,1.5989738546727714,0.0,0.0,1.0,0.2398,1.2398,1.9824,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.389027,0.41046,0.021432,HIGH,4
repatha,EFO_1001375,Myocardial Ischemia,1.8354966537754889,0.0,0.0,1.0,0.0,1.0,1.8355,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.442366,0.475382,0.033016,HIGH,4
repatha,MONDO_0009387,familial lipoprotein lipase deficiency,1.4386859310417202,0.0,0.0,1.0,0.2398,1.2398,1.7837,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.351398,0.376219,0.024821,HIGH,4
repatha,EFO_0003777,heart disease,1.773792300626292,0.0,0.0,1.0,0.0,1.0,1.7738,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.410746,0.491881,0.081136,HIGH,4
repatha,MONDO_0021661,coronary atherosclerosis,1.763336321760802,0.0,0.0,1.0,0.0,1.0,1.7633,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.440834,0.440834,0.0,HIGH,4
repatha,EFO_0003913,angina pectoris,1.733713012728092,0.0,0.0,1.0,0.0,1.0,1.7337,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.421809,0.445047,0.023238,HIGH,4
repatha,EFO_0000712,stroke,1.5163324930556523,0.0,0.0,1.0,0.1386,1.1386,1.7265,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.300694,0.523436,0.222742,MEDIUM,4
repatha,HP_0003077,Hyperlipidemia,1.7264272674266656,0.0,0.0,1.0,0.0,1.0,1.7264,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.425743,0.443334,0.017591,HIGH,4
repatha,MONDO_0001336,familial hyperlipidemia,1.7148713527001924,0.0,0.0,1.0,0.0,1.0,1.7149,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.428718,0.428718,0.0,HIGH,4
repatha,EFO_0000400,diabetes mellitus,1.4041737247377832,0.0,0.0,1.0,0.2197,1.2197,1.7127,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.341633,0.360454,0.018821,HIGH,4
repatha,MONDO_0013144,hereditary antithrombin deficiency,1.390206303767071,0.0,0.0,1.0,0.2303,1.2303,1.7103,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.676469,0.713737,0.037268,HIGH,2
repatha,HP_0001626,Abnormality of the cardiovascular system,1.544989115822175,0.0,0.0,1.0,0.0,1.0,1.545,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.386247,0.386247,0.0,HIGH,4
repatha,HP_0003146,Hypocholesterolemia,1.519787603332834,0.0,0.0,1.0,0.0,1.0,1.5198,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.379947,0.379947,0.0,HIGH,4
repatha,HP_0003119,Abnormal circulating lipid concentration,1.4715700044219706,0.0,0.0,1.0,0.0,1.0,1.4716,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.367893,0.367893,0.0,HIGH,4
repatha,EFO_0000275,atrial fibrillation,1.1767919069442716,0.0,0.0,1.0,0.2398,1.2398,1.459,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.072621,0.515775,0.443154,LOW,4
repatha,EFO_0004214,Abdominal Aortic Aneurysm,1.4288552428438437,0.0,0.0,1.0,0.0,1.0,1.4289,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.357214,0.357214,0.0,HIGH,4
repatha,HP_0004936,Venous thrombosis,1.1306796423669063,0.0,0.0,1.0,0.2398,1.2398,1.4018,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.550185,0.580495,0.030311,HIGH,2
repatha,Orphanet_79211,Combined hyperlipidemia,1.1062756269960068,0.0,0.0,1.0,0.2303,1.2303,1.361,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.270207,0.289293,0.019086,HIGH,4
repatha,EFO_0005672,acute coronary syndrome,1.3444152821346198,0.0,0.0,1.0,0.0,1.0,1.3444,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.280993,0.421709,0.140716,MEDIUM,4
repatha,HP_0001976,Reduced antithrombin III activity,1.2937212142508865,0.0,0.0,1.0,0.0,1.0,1.2937,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.62952,0.664201,0.034681,HIGH,2
repatha,EFO_1000985,intermediate coronary syndrome,1.2710260283837655,0.0,0.0,1.0,0.0,1.0,1.271,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.279558,0.359048,0.07949,HIGH,4
repatha,EFO_0004286,venous thromboembolism,1.2626208859932304,0.0,0.0,1.0,0.0,1.0,1.2626,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.046997,0.584314,0.537317,LOW,4
repatha,EFO_0008583,acute myocardial infarction,1.1953208910287108,0.0,0.0,1.0,0.0,1.0,1.1953,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.288221,0.308302,0.020082,HIGH,4
repatha,EFO_0003144,heart failure,1.1943910450436237,0.0,0.0,1.0,0.0,1.0,1.1944,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.298598,0.298598,0.0,HIGH,4
repatha,HP_0011428,Short fetal femur length,1.187066470233723,0.0,0.0,1.0,0.0,1.0,1.1871,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.296767,0.296767,0.0,HIGH,4
repatha,EFO_0004264,vascular disease,1.1630272440108385,0.0,0.0,1.0,0.0,1.0,1.163,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.290757,0.290757,0.0,HIGH,4
repatha,EFO_0004329,alcohol drinking,1.153512135309475,0.0,0.0,1.0,0.0,1.0,1.1535,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.280647,0.296109,0.015461,HIGH,4
repatha,MONDO_0100096,COVID-19,1.1404696119601427,0.0,0.0,1.0,0.0,1.0,1.1405,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,True,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.231762,0.338472,0.10671,MEDIUM,4
repatha,EFO_0003776,coronary artery bypass,1.1279602973638454,0.0,0.0,1.0,0.0,1.0,1.128,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.28199,0.28199,0.0,HIGH,4
repatha,EFO_0003940,physical activity,1.1225894210654916,0.0,0.0,1.0,0.0,1.0,1.1226,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.280647,0.280647,0.0,HIGH,4
repatha,EFO_0003951,percutaneous transluminal coronary angioplasty,1.1225894210654916,0.0,0.0,1.0,0.0,1.0,1.1226,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.280647,0.280647,0.0,HIGH,4
repatha,EFO_0003907,deep vein thrombosis,1.0937238054191556,0.0,0.0,1.0,0.0,1.0,1.0937,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.522221,0.571503,0.049281,HIGH,2
repatha,EFO_0003086,kidney disease,1.0396200487798937,0.0,0.0,1.0,0.0,1.0,1.0396,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.25303,0.263343,0.010313,HIGH,4
repatha,EFO_0003827,pulmonary embolism,1.0315689372997063,0.0,0.0,1.0,0.0,1.0,1.0316,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.480032,0.551537,0.071504,HIGH,2
repatha,EFO_0003884,chronic kidney disease,1.018479956512245,0.0,0.0,1.0,0.0,1.0,1.0185,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.214524,0.294716,0.080193,HIGH,4
repatha,HP_0001907,Thromboembolism,0.9830566798637128,0.0,0.0,1.0,0.0,1.0,0.9831,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.436461,0.546596,0.110135,MEDIUM,2
repatha,HP_0003040,Arthropathy,0.9594178191147148,0.0,0.0,1.0,0.0,1.0,0.9594,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.239854,0.239854,0.0,HIGH,4
repatha,EFO_0009578,placental retention,0.9588206730453008,0.0,0.0,1.0,0.0,1.0,0.9588,1,TERMINATED,STOPPED,Ischemic Stroke,Funding Discontinued,False,"Acute Coronary Syndrome; Aortic Aneurysm, Abdominal; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Cardiovascular Diseases",,,0.239705,0.239705,0.0,HIGH,4
rimonabant,EFO_0001073,obesity,2.0028528271570245,0.0,0.0,1.0,0.1946,1.1946,2.3926,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,True,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.974581,1.028272,0.053691,HIGH,2
rimonabant,MONDO_0016532,Lennox-Gastaut syndrome,1.6900817993008064,0.0,0.0,1.0,0.2398,1.2398,2.0953,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.845041,0.845041,0.0,HIGH,2
rimonabant,MONDO_0004992,cancer,1.9080011564712211,0.0,0.0,1.0,0.0,1.0,1.908,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.778671,1.12933,0.35066,LOW,2
rimonabant,HP_0012531,Pain,1.743318750296837,0.0,0.0,1.0,0.0,1.0,1.7433,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.547598,1.195721,0.648123,LOW,2
rimonabant,EFO_0000474,epilepsy,1.692202673458652,0.0,0.0,1.0,0.0,1.0,1.6922,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.80805,0.884152,0.076102,HIGH,2
rimonabant,MONDO_0005148,type 2 diabetes mellitus,1.434376631594282,0.0,0.0,1.0,0.1792,1.1792,1.6914,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,True,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.638462,0.795914,0.157452,MEDIUM,2
rimonabant,Orphanet_51636,WHIM syndrome,1.2961786221008986,0.0,0.0,1.0,0.2398,1.2398,1.607,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.296178622100898,1.296178622100898,0.0,HIGH,1
rimonabant,HP_0002017,Nausea and vomiting,1.602376227037257,0.0,0.0,1.0,0.0,1.0,1.6024,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.801188,0.801188,0.0,HIGH,2
rimonabant,HP_0002018,Nausea,1.5204222775032776,0.0,0.0,1.0,0.0,1.0,1.5204,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.739832,0.78059,0.040759,HIGH,2
rimonabant,HP_0001250,Seizure,1.491305393259052,0.0,0.0,1.0,0.0,1.0,1.4913,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.745653,0.745653,0.0,HIGH,2
rimonabant,EFO_0010702,opioid use disorder,1.3990456127819952,0.0,0.0,1.0,0.0,1.0,1.399,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.17891,1.220136,1.041226,LOW,2
rimonabant,MONDO_0012354,platelet-type bleeding disorder 8,1.1463122862682256,0.0,0.0,1.0,0.2197,1.2197,1.3982,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.146312286268225,1.146312286268225,0.0,HIGH,1
rimonabant,MONDO_0007079,alcohol dependence,1.2176576160625712,0.0,0.0,1.0,0.1099,1.1099,1.3514,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.186448,1.031209,0.844761,LOW,2
rimonabant,EFO_0005611,opioid dependence,1.3225270886515077,0.0,0.0,1.0,0.0,1.0,1.3225,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.167477,1.15505,0.987573,LOW,2
rimonabant,MONDO_0005180,Parkinson disease,1.0644649374714663,0.0,0.0,1.0,0.2398,1.2398,1.3197,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.480106,0.584359,0.104252,MEDIUM,2
rimonabant,EFO_0001645,coronary artery disease,1.065928202970798,0.0,0.0,1.0,0.2303,1.2303,1.3114,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.065928202970798,1.065928202970798,0.0,HIGH,1
rimonabant,EFO_0000195,metabolic syndrome,1.0556211372509705,0.0,0.0,1.0,0.2398,1.2398,1.3087,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,True,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.527811,0.527811,0.0,HIGH,2
rimonabant,MONDO_8000006,WHIM syndrome 1,1.0533296357190465,0.0,0.0,1.0,0.2398,1.2398,1.3059,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.053329635719046,1.053329635719046,0.0,HIGH,1
rimonabant,Orphanet_36355,P2Y12 defect,1.0682290169877355,0.0,0.0,1.0,0.2197,1.2197,1.3029,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.068229016987735,1.068229016987735,0.0,HIGH,1
rimonabant,EFO_0004616,"osteoarthritis, knee",1.289629200330651,0.0,0.0,1.0,0.0,1.0,1.2896,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.583528,0.706101,0.122573,MEDIUM,2
rimonabant,MONDO_0010726,Rett syndrome,1.0300990030953796,0.0,0.0,1.0,0.2398,1.2398,1.2771,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.51505,0.51505,0.0,HIGH,2
rimonabant,MONDO_0018097,infantile spasms,1.0300990030953796,0.0,0.0,1.0,0.2398,1.2398,1.2771,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.51505,0.51505,0.0,HIGH,2
rimonabant,EFO_0004319,smoking cessation,1.2460759006940505,0.0,0.0,1.0,0.0,1.0,1.2461,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,True,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.606336,0.63974,0.033404,HIGH,2
rimonabant,EFO_0000764,HIV infection,1.2032917298099557,0.0,0.0,1.0,0.0,1.0,1.2033,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.169333,1.033959,0.864626,LOW,2
rimonabant,HP_0012532,Chronic pain,1.1959524121990142,0.0,0.0,1.0,0.0,1.0,1.196,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.175658,1.020295,0.844637,LOW,2
rimonabant,HP_0002039,Anorexia,1.1889177770424944,0.0,0.0,1.0,0.0,1.0,1.1889,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.594459,0.594459,0.0,HIGH,2
rimonabant,EFO_0001378,multiple myeloma,1.0076892114892133,0.0,0.0,1.0,0.1792,1.1792,1.1882,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,1.007689211489213,1.007689211489213,0.0,HIGH,1
rimonabant,HP_0002014,Diarrhea,0.957762425825498,0.0,0.0,1.0,0.2398,1.2398,1.1874,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.9577624258254971,0.9577624258254971,0.0,HIGH,1
rimonabant,EFO_1000634,hamartoma,1.1772560035375763,0.0,0.0,1.0,0.0,1.0,1.1773,1,TERMINATED,STOPPED,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Company decision taken in light of demands by certain national health authorities,False,"Alcohol Drinking; Arteriosclerosis; Cardiovascular Diseases; Coronary Artery Disease; Diabetes Mellitus, Type 2",,,0.588628,0.588628,0.0,HIGH,2
