nctId,briefTitle,overallStatus,whyStopped,phases,conditions,drug_raw,intervention_type,trial_source
NCT02000661,Routine Versus Selective Use of FFR to Guide PCI,TERMINATED,Stopped early by DSMB due to slow enrollment - obtained data to be analyzed,PHASE4,"Acute Coronary Syndrome | Coronary Atherosclerosis | Angina, Unstable",,,STOPPED
NCT04046952,Comparing TR Band to Statseal in Conjunction With TR Band II,TERMINATED,Interim analysis at 50% of planned enrollment met prespecified critieria.,NA,Arterial Occlusion | Cardiovascular Diseases | Atherosclerosis | Hematoma | Anticoagulant-induced Bleeding | Coronary Artery Disease,,,STOPPED
NCT00906035,The Vascular Biology of Dipyridamole in Peripheral Arterial Disease (PAD),TERMINATED,Could not enroll subjects who met the stringent inclusion/exclusion criteria.,NA,Peripheral Arterial Disease,Dipyridamole 200mg and Aspirin 25mg bid:,DRUG,STOPPED
NCT00906035,The Vascular Biology of Dipyridamole in Peripheral Arterial Disease (PAD),TERMINATED,Could not enroll subjects who met the stringent inclusion/exclusion criteria.,NA,Peripheral Arterial Disease,Dipyridamole 200 mg bid,DRUG,STOPPED
NCT00906035,The Vascular Biology of Dipyridamole in Peripheral Arterial Disease (PAD),TERMINATED,Could not enroll subjects who met the stringent inclusion/exclusion criteria.,NA,Peripheral Arterial Disease,Aspirin 25 mg bid,DRUG,STOPPED
NCT05977413,NOTIFY (New Observations Taking Information From Yesterday),WITHDRAWN,The trial was never started because it was not funded.,NA,Atherosclerotic Cardiovascular Disease,,,STOPPED
NCT00388843,Carotid Plaque Regression With Statin Treatment Assessed by High Field Magnetic Resonance Imaging (MRI),WITHDRAWN,PI has left institution,,Carotid Atherosclerosis,,,STOPPED
NCT01067326,The Effect of Tekturna on Endothelial Function and Endothelial Progenitor Cells in Patients With Early Atherosclerosis,TERMINATED,Novartis ended all studies regarding Aliskiren.,PHASE3,Endothelial Dysfunction,Aliskiren,DRUG,STOPPED
NCT01067326,The Effect of Tekturna on Endothelial Function and Endothelial Progenitor Cells in Patients With Early Atherosclerosis,TERMINATED,Novartis ended all studies regarding Aliskiren.,PHASE3,Endothelial Dysfunction,Placebo,DRUG,STOPPED
NCT02825446,Angioplasty of the Tibial Arteries Augmented Radio Frequency Denervation of the Popliteal Artery,TERMINATED,a significant number of patients were not selected,NA,Сhronic Ischemia of the Lower Extremities | Atherosclerosis of the Tibial Arteries | Lesion no More Than Two Tibial Arteries | Steno-occlusive Lesion of the Tibial Arteries,,,STOPPED
NCT03606642,SYNergy Stent® System Implantation With Mandatory Intra-VascularUltra-Sound Guidance and Dual Anti-Platelet Therapy,TERMINATED,"The DSMC March 16, 2022 reviewed of Interim Analysis and recommendation due to no glaring outcomes found to date.",PHASE2,Coronary Artery Disease | Atherosclerosis | Stent Placement,Dual Antiplatelet (DAPT) Therapy,DRUG,STOPPED
NCT05361967,Tack Optimized Balloon Angioplasty Post-Market Study,TERMINATED,Terminated due to slow enrollment,,PAD - Peripheral Arterial Disease | PAD | Dissection | Arterial Dissection | Peripheral Arterial Disease | Peripheral Vascular Diseases,,,STOPPED
NCT02953613,LipiScan- Ultrasound INterrogation of Atherosclerotic Coronary Arteries:,TERMINATED,unable to identify sufficient eligible patients to meet enrollment goals,,Coronary Artery Disease | Atherosclerosis,,,STOPPED
NCT00554073,Whole Body Magnetic Resonance Angiography in Ischemic Patients at 1.5 and 3T,SUSPENDED,It was not possible to perform 2 MRI studies in each patient due to practical problems. The study was not suspended due to safety issues.,,Atherosclerosis | Intermittent Claudication | MRI,,,STOPPED
NCT02019680,Study of the Effects of Blackcurrant Extract and Omega-3 Fats on the Health of the Heart and Blood Vessels,WITHDRAWN,,,Abnormalities | Hyperlipidemia | Cardiovascular Disease | Arteriosclerosis,,,STOPPED
NCT03611361,Wound Imaging Study to Gather Clinical References for a Device to Assist Selecting Level-of-amputation in PAD Patients,TERMINATED,Able to reach conclusions about feasibility with number of subjects enrolled.,,Amputation Wound | Peripheral Arterial Disease,,,STOPPED
NCT03914079,"Evaluation of the CAD-det System, a Novel Non-Invasive Acoustic Diagnostic for the Diagnosis of Coronary Artery Disease",SUSPENDED,Sponsor due to COVID-19,,Coronary Artery Disease | Cardiovascular Disease,,,STOPPED
NCT02227368,Walking Effect of Long Term Ticagrelor in Subjects With PAD Who Have Undergone EVR,TERMINATED,,PHASE2,Peripheral Artery Disease (PAD),Ticagrelor,DRUG,STOPPED
NCT02227368,Walking Effect of Long Term Ticagrelor in Subjects With PAD Who Have Undergone EVR,TERMINATED,,PHASE2,Peripheral Artery Disease (PAD),Comparator,DRUG,STOPPED
NCT05992896,A Study of Loco-Regional Liposomal Bupivacaine Injection,TERMINATED,Lack of funds,PHASE4,Peripheral Arterial Disease,Bupivacaine liposome,DRUG,STOPPED
NCT05992896,A Study of Loco-Regional Liposomal Bupivacaine Injection,TERMINATED,Lack of funds,PHASE4,Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT00458497,Effect of Holofiber Socks and Bedding on Pain and Quality of Sleep in Subjects With Chronic Foot Pain,TERMINATED,Low enrollment,NA,Diabetic Neuropathy | Arthritis | Peripheral Arterial Disease | Plantar Fasciitis,,,STOPPED
NCT02121288,Adenosine-induced Myocardial Blood Flow in Peripheral Artery Disease Patients,WITHDRAWN,,PHASE4,Peripheral Artery Disease | Vascular Disease | Arterial Occlusion Disease | Intermittent Claudication | Ankle Brachial Index (0.9 or Less),Ticagrelor,DRUG,STOPPED
NCT02121288,Adenosine-induced Myocardial Blood Flow in Peripheral Artery Disease Patients,WITHDRAWN,,PHASE4,Peripheral Artery Disease | Vascular Disease | Arterial Occlusion Disease | Intermittent Claudication | Ankle Brachial Index (0.9 or Less),clopidogrel,DRUG,STOPPED
NCT01558531,Drug Eluting Balloon in Peripheral Intervention for In-Stent Restenosis,SUSPENDED,slow enrollment,,Peripheral Arterial Disease,,,STOPPED
NCT03967730,Sonodynamic Therapy in the Treatment of Perivascular Adipose Tissue on Patients With PAD and Claudication,WITHDRAWN,COVID-19,PHASE1|PHASE2,Peripheral Arterial Disease,,,STOPPED
NCT01104311,Strategy for Adequate Blood Pressure Lowering in the Patients With Intracranial Atherosclerosis,TERMINATED,The enrollment was not done actively even though enrollment period was extended due to poor enrollment.,PHASE4,Brain Ischemia,,,STOPPED
NCT03858764,Local Paclitaxel Delivery to Prevent Restenosis in Peripheral Arterial Disease,WITHDRAWN,no patients enrolled. primary investigator never started study,,Peripheral Arterial Disease | Restenosis,,,STOPPED
NCT02009930,Assessment of Coronary Artery Calcium in Active Duty Enlisted Military Members With 10 or More Years of Service,TERMINATED,Failure to recruit enough subjects,,"Atherosclerosis | Plaque, Atherosclerotic",,,STOPPED
NCT01078272,The Saint Francis Remote Ischemic Preconditioning Trial (SaFR),TERMINATED,Recruitment inadequate,NA,Coronary Artery Disease,,,STOPPED
NCT03630835,99m Tc-ANNexin-V-128 Scintigraphy for the Identification of Complicated Carotid Atherosclerotic Plaques,WITHDRAWN,Problem of supply of the experimental product (radio tracer).,PHASE2|PHASE3,Carotid Atherosclerosis | Atherosclerotic Plaque,,,STOPPED
NCT02053623,Evaluation of a Non-Invasive Electrocardiogram-Assisted Blood Pressure Monitor,TERMINATED,Technical issues \& lack of funds,,Hypertension | Atrial Fibrillation | Obesity | Heart Failure | Atherosclerosis,,,STOPPED
NCT06852560,A Trial Assessing Feasibility of Allostatic Load Biomarkers and CVD Risk Among Black Breast Cancer Survivors,WITHDRAWN,PI has left institution,NA,Breast Cancer,,,STOPPED
NCT03625089,Impact of Nurse-led Programme With Carotid Ultrasound on Addressing Cardiovascular Risk in Patients With Arthritis,WITHDRAWN,Limited funding support,NA,"Arthritis, Rheumatoid | Arthritis, Psoriatic",Atorvastatin,DRUG,STOPPED
NCT02626169,The Effect of Ticagrelor on 15-Epi-Lipoxin A4 and Inflammation,WITHDRAWN,Pharmaceutical company sponsor withdrew support prior to enrollment of subjects.,PHASE4,Atherosclerosis,Clopidogrel,DRUG,STOPPED
NCT02626169,The Effect of Ticagrelor on 15-Epi-Lipoxin A4 and Inflammation,WITHDRAWN,Pharmaceutical company sponsor withdrew support prior to enrollment of subjects.,PHASE4,Atherosclerosis,Ticagrelor,DRUG,STOPPED
NCT04815473,AndraValvulotome Post-Market Study,SUSPENDED,The number of evaluated valves were achieved.,NA,Peripheral Arterial Disease,,,STOPPED
NCT03986697,How Does Antiretroviral Therapy Affect Coronary Atherosclerosis: a Serial CT Study,WITHDRAWN,COVID19 emergency. No patients randomised,PHASE4,Coronary Artery Disease | Hiv,Biktarvy,DRUG,STOPPED
NCT00578578,Trial to Study the Effects of Supplementary Omega-3 on Serum C-Reactive Protein Levels,TERMINATED,CRP is no longer SOC - enrollment halted and will analyze available data.,PHASE4,Coronary Artery Disease | Inflammatory Response | Atherosclerosis,,,STOPPED
NCT04338815,Exoskeleton Variability Optimization,TERMINATED,The second arm was not completed since the first arm was not successful based on the convergence criteria.,NA,Peripheral Arterial Disease,,,STOPPED
NCT00000600,Vitamin E and C to Slow Progression of Common Carotid Artery Plaque Build-Up,TERMINATED,,PHASE2,Cardiovascular Diseases | Carotid Artery Diseases | Intracranial Arteriosclerosis | Cerebrovascular Disorders | Heart Diseases | Vascular Diseases | Atherosclerosis,Vitamin E,DRUG,STOPPED
NCT00000600,Vitamin E and C to Slow Progression of Common Carotid Artery Plaque Build-Up,TERMINATED,,PHASE2,Cardiovascular Diseases | Carotid Artery Diseases | Intracranial Arteriosclerosis | Cerebrovascular Disorders | Heart Diseases | Vascular Diseases | Atherosclerosis,Vitamin C,DRUG,STOPPED
NCT01064934,Randomized Controlled Trial of Lipid Apheresis in Patients With Elevated Lipoprotein(a),WITHDRAWN,,NA,Hyperlipoproteinemia(a) | Progressive Cardiovascular Disease,,,STOPPED
NCT02399852,Effects of Lomitapide on Carotid and Aortic Atherosclerosis,WITHDRAWN,,,Homozygous Familial Hypercholesterolemia,Lomitapide,DRUG,STOPPED
NCT02433587,Short vs Long Duration Dual Antiplatelet Therapy in Patients Undergoing Lower Extremity Endovascular Revascularization,WITHDRAWN,Never recruited any patients.,PHASE3,Peripheral Arterial Disease | Endovascular Procedures,Aspirin,DRUG,STOPPED
NCT02433587,Short vs Long Duration Dual Antiplatelet Therapy in Patients Undergoing Lower Extremity Endovascular Revascularization,WITHDRAWN,Never recruited any patients.,PHASE3,Peripheral Arterial Disease | Endovascular Procedures,Clopidogrel,DRUG,STOPPED
NCT00606333,Comparison of the Conor Sirolimus-eluting Coronary Stent to the Taxus Liberte Paclitaxel-eluting Coronary Stent in the Treatment of Coronary Artery Lesions,TERMINATED,The NEVO™ stent will not be commercialized. Cordis have decided to close the study after 3 years. This decision took the absence of safety signals into account.,NA,Coronary Atherosclerosis,,,STOPPED
NCT00228176,Atherosclerosis Underlying Development Assessed by Intima-Media Thickness in Patients on Rimonabant,TERMINATED,Company decision taken in light of demands by certain national health authorities,PHASE3,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Rimonabant,DRUG,STOPPED
NCT00228176,Atherosclerosis Underlying Development Assessed by Intima-Media Thickness in Patients on Rimonabant,TERMINATED,Company decision taken in light of demands by certain national health authorities,PHASE3,Carotid Artery Plaque | Arteriosclerosis | Obesity | Metabolic Syndrome X,Placebo (for Rimonabant),DRUG,STOPPED
NCT00790764,Phase II Combination Stem Cell Therapy for the Treatment of Severe Coronary Ischemia(CI),SUSPENDED,Suspended due to lack of funding.,PHASE2,Heart Disease | Blocked Arteries | Coronary Ischemia | Coronary Disease | Coronary Artery Disease | Coronary Atherosclerosis,MESENDO,BIOLOGICAL,STOPPED
NCT01279395,Anti-inflammatory Agents and Cholesterol Metabolism,TERMINATED,Could not recruit adequate number of subjectsa,,Osteoarthritis,,,STOPPED
NCT00060996,Study of Remodulin in Patients With Critical Limb Ischemia With No Planned Revascularization Procedures,TERMINATED,,PHASE3,Critical Limb Ischemia | Peripheral Vascular Disease | Foot Ulcers | Rest Leg Pain,Remodulin® (treprostinil sodium) Injection,DRUG,STOPPED
NCT00151788,Efficacy and Safety of the ACAT Inhibitor CS-505 (Pactimibe) for Reducing the Progression of Carotid Artery Disease. This Study is Also Known as CAPTIVATE.,TERMINATED,,PHASE2|PHASE3,Atherosclerosis | Heterozygous Familial Hypercholesterolemia,Pactimibe sulfate,DRUG,STOPPED
NCT03507374,PCSK9 Inhibition in Patients With Symptomatic Intracranial Atherosclerosis,TERMINATED,Funding withdrawn,EARLY_PHASE1,Stroke | Intracranial Atherosclerosis | Intraplaque Hemorrhage,Alirocumab,DRUG,STOPPED
NCT03507374,PCSK9 Inhibition in Patients With Symptomatic Intracranial Atherosclerosis,TERMINATED,Funding withdrawn,EARLY_PHASE1,Stroke | Intracranial Atherosclerosis | Intraplaque Hemorrhage,Placebo,DRUG,STOPPED
NCT06886620,Assess the Safety and Effectiveness of Once Daily PMR Compared to Twice Daily Pletaal® in Patients With Intermittent Claudication,TERMINATED,,PHASE3,Intermittent Claudication,Cilostazol 200 mg,DRUG,STOPPED
NCT06886620,Assess the Safety and Effectiveness of Once Daily PMR Compared to Twice Daily Pletaal® in Patients With Intermittent Claudication,TERMINATED,,PHASE3,Intermittent Claudication,Cilostazol 100 mg,DRUG,STOPPED
NCT05574166,A Phase I Study to Evaluate Safety and Pharmacokinetics of Escalating Single Doses and Multiple Doses of SP-8356,TERMINATED,"Only Part 1 was conducted but not Part 2. Due to the low exposures, definitive safety conclusions could not be made for the targeted exposure levels in the future.",PHASE1,Atherosclerosis | Ischemic Stroke,SP-8356,DRUG,STOPPED
NCT05574166,A Phase I Study to Evaluate Safety and Pharmacokinetics of Escalating Single Doses and Multiple Doses of SP-8356,TERMINATED,"Only Part 1 was conducted but not Part 2. Due to the low exposures, definitive safety conclusions could not be made for the targeted exposure levels in the future.",PHASE1,Atherosclerosis | Ischemic Stroke,Placebo,DRUG,STOPPED
NCT04573777,Reducing Intracranial atheroSclErosis With Repatha,TERMINATED,Funding Discontinued,PHASE4,Ischemic Stroke,Repatha,DRUG,STOPPED
NCT01385774,SUPER Study; SUPERvised Exercise or Angioplasty for Intermittent Claudication Due to an Iliac Artery Obstruction.,TERMINATED,Study terminated after 240 patients because of slow accrual and lack of additional funding,NA,Intermittent Claudication | Peripheral Arterial Disease,,,STOPPED
NCT02793349,The ABSORB Bioresorbable Scaffold Below the Knee (BTK) Study,TERMINATED,Company have withdrawn the product,NA,Ischemia | Peripheral Arterial Disease (PTA | Arterial Occlusive Diseases,,,STOPPED
NCT02460081,"Safety, Hemodynamic Effects and Efficacy of Intramuscular PDA-002 in Subjects Who Have Diabetic Foot Ulcer With Peripheral Arterial Disease",WITHDRAWN,Discontinued due to significant delays in the expected availability of data.,PHASE2,Diabetic Foot | Peripheral Arterial Disease,PDA-002,DRUG,STOPPED
NCT02460081,"Safety, Hemodynamic Effects and Efficacy of Intramuscular PDA-002 in Subjects Who Have Diabetic Foot Ulcer With Peripheral Arterial Disease",WITHDRAWN,Discontinued due to significant delays in the expected availability of data.,PHASE2,Diabetic Foot | Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT03767686,Covered Endovascular Reconstruction of Aortic Bifurcation (CERAB) for Extensive Aortoiliac Occlusive Disease,TERMINATED,Finance stop,,Aorto-Iliac Atherosclerosis | Aortoiliac Obstruction,,,STOPPED
NCT01290770,Search a Correlation Between Lp(a) Rate and TFPI Activity in Obese Patients With Chest Pain Like Angina,TERMINATED,,,Atherosclerosis,,,STOPPED
NCT01238588,The Effect(s) of Sevelamer Carbonate (Renvela) on Atherosclerotic Plaque Inflammation Judged by FDG-PET Scan,TERMINATED,The study stopped due to lack of funding.,NA,Dialysis | Cardiovascular Disease | Atherosclerosis | Inflammation | Hyperphosphatemia,Sevelamer Carbonate (Renvela),DRUG,STOPPED
NCT04120610,FlowMet-R Blood Flow Measurement for the Diagnosis of Peripheral Artery Disease and Critical Limb Ischemia,TERMINATED,Sponsor decision to terminate study prior to reaching full sample size.,,Peripheral Artery Disease,,,STOPPED
NCT06014242,Peripheral Microvascular Resistance as a Predictor for Limb Salvage,WITHDRAWN,Study was never opened to enrollment,NA,Peripheral Arterial Disease,,,STOPPED
NCT01722474,Assessment of Three Instruments for the Non-invasive Measurement of Arterial Stiffness.,TERMINATED,"Minor device modifications required, move revised device to clinical site in USA.",NA,Healthy | Diabetes Type 2 | Obesity | Coronary Artery Disease | Peripheral Arterial Disease,,,STOPPED
NCT04010045,REvascularization RateS and Clinical OUtcomes With DABRA Laser. A Long-Term 2-year Study,TERMINATED,Sponsor stopped the study for business reasons as site recruitment and subject enrollment have not met expectations.,,Peripheral Artery Disease,,,STOPPED
NCT00892853,Association of Bone Quality and Quantity With Vascular Calcification,WITHDRAWN,,NA,Vascular Calcification | Atherosclerosis | Bone Density,,,STOPPED
NCT01049919,Safety and Efficacy Study of Autologous Concentrated Bone Marrow Aspirate (cBMA) for Critical Limb Ischemia (CLI),TERMINATED,"Primary endpoint not met, remaining long-term follow-up not needed.",NA,Critical Limb Ischemia | Peripheral Arterial Disease | Peripheral Vascular Disease,,,STOPPED
NCT05961163,Chronical Illness-related Limitations of the Ability to Cope With Rising Temperatures: an Observational Study,TERMINATED,Terminated due to an unusually cold and rainy summer. E.g. in Hamburg the average temperature between 16 July and 15 August 2023 was below 17°C. Collected data will be used to pilot study design and questionnaire. We plan to repeat the study in 2024.,,"Coronary Disease | Myocardial Infarction | Heart Failure | Arrhythmias, Cardiac | Peripheral Artery Disease | Stroke | Ischemic Attack, Transient | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Pulmonary Disease, Chronic Obstructive | Asthma | Renal Insufficiency | Depressive Disorder | Anxiety Disorders | Schizophrenia | Peripheral Nervous System Diseases",,,STOPPED
NCT01132768,The Confirmatory Olmesartan Plaque Regression Study,TERMINATED,Low recruitment,PHASE4,Essential Hypertension | Carotid Plaque,Atenolol,DRUG,STOPPED
NCT01132768,The Confirmatory Olmesartan Plaque Regression Study,TERMINATED,Low recruitment,PHASE4,Essential Hypertension | Carotid Plaque,olmesartan medoxomil,DRUG,STOPPED
NCT00243672,Early Therapeutic Effects of Statins and Fibrates on Unstable Atherosclerotic Plaques,WITHDRAWN,"The study chair changed his employment, the realization of the study was not possible",PHASE4,Atherosclerosis,Atorvastatin,DRUG,STOPPED
NCT00243672,Early Therapeutic Effects of Statins and Fibrates on Unstable Atherosclerotic Plaques,WITHDRAWN,"The study chair changed his employment, the realization of the study was not possible",PHASE4,Atherosclerosis,Gemfibrozil,DRUG,STOPPED
NCT02767895,Prehabilitation for PAD Revascularization Patients,TERMINATED,Difficulty with enrollment and change in available study resources,NA,Peripheral Vascular Disease | Peripheral Artery Disease,,,STOPPED
NCT03597035,Mineralocorticoid Receptor Antagonism Clinical Evaluation in Atherosclerosis Add-On,TERMINATED,The study could not enroll patients owing to the inclusion exclusion criteria,PHASE4,Type2 Diabetes | Hyperkalemia,Spironolactone,DRUG,STOPPED
NCT01570803,Efficacy Between Different Two Self-Expanding Nitinol Stents For The Atherosclerotic Femoro-Popliteal Arterial Disease,WITHDRAWN,Study could not be initiated due to lack of research funding from the sponsors.,NA,Arterial Disease | Atherosclerosis,,,STOPPED
NCT03490903,Coronary Angiography THerapeutic Virtual Reality,WITHDRAWN,No patients enrolled,NA,"Virtual Reality | Atherosclerosis | Coronary Artery Disease | Anxiety | Pain, Acute | Vasospasm;Peripheral",Fentanyl Injection,DRUG,STOPPED
NCT03490903,Coronary Angiography THerapeutic Virtual Reality,WITHDRAWN,No patients enrolled,NA,"Virtual Reality | Atherosclerosis | Coronary Artery Disease | Anxiety | Pain, Acute | Vasospasm;Peripheral",Midazolam injection,DRUG,STOPPED
NCT03891641,Momentum-enabled Treadling Methodology to Improve Gait and Enhance Mobility,TERMINATED,COVID-19 continues to prevent recruitment of people over the age of 65 years.,NA,Peripheral Arterial Disease,,,STOPPED
NCT03227822,Short Spot Versus Long Lesion Stenting as Best Treatment for Extensive Occlusive SFA Disease,TERMINATED,Unable to include the number of patients,NA,Peripheral Arterial Disease,,,STOPPED
NCT00932048,Effect of Atorvastatin on Vascular Inflammation in Type 2 Diabetes,WITHDRAWN,,NA,Type 2 Diabetes | Atherosclerosis,Atorvastatin,DRUG,STOPPED
NCT02136706,Feasibility and Diagnostic Accuracy of Myocardial SPECT Using Early Imaging Protocol,WITHDRAWN,Sponsor and site were unable to complete a final contract to support the study,NA,Coronary Artery Disease | Atherosclerosis,,,STOPPED
NCT05480332,Defining the Role of Endothelial Function Assessment Using EndoPAT in Cardiovascular Risk Screening : Comparison to Traditional Risk Assessment Tools and CIMT Testing,WITHDRAWN,Unable to execute internal logistics,,Atherosclerosis,,,STOPPED
NCT04700371,Vessel Deformations and Restenosis After Stenting of the Popliteal Artery,WITHDRAWN,Lack of financial support.,NA,Peripheral Arterial Disease | Popliteal Artery Stenosis,,,STOPPED
NCT00220831,Prevention of Cardiovascular Complications in Diabetic Patients With Vitamin E Treatment,TERMINATED,interim analysis showed significant differences between two treatment groups,PHASE2|PHASE3,Diabetes | Myocardial Infarction | Cardiovascular Disease,Natural source Vitamin E 400IU/day,DRUG,STOPPED
NCT01599442,Register for Patients With Diabetic Foot Syndrome and Critical Limb Ischemia,TERMINATED,recrution number was not reached,,Type 2 Diabetes Mellitus | Diabetic Foot | Critical Limb Ischemia,,,STOPPED
NCT00926055,Effects on Atherosclerosis Regression of Ezetimibe or Ezetimibe Plus Simvastatin; Evaluated by Fluorodeoxyglucose Positron Emission Tomography (FDG-PET),WITHDRAWN,,NA,Atherosclerosis,Ezetrol (Ezetimibe),DRUG,STOPPED
NCT00926055,Effects on Atherosclerosis Regression of Ezetimibe or Ezetimibe Plus Simvastatin; Evaluated by Fluorodeoxyglucose Positron Emission Tomography (FDG-PET),WITHDRAWN,,NA,Atherosclerosis,Vytorin (Ezetimibe + Simvastatin),DRUG,STOPPED
NCT01808989,Clinical Interest of the TcPO2 Technique,TERMINATED,end of inclusing period,,Claudication,,,STOPPED
NCT05031520,PericOronary INflammaTion in Non-Obstructive Coronary Artery Disease,TERMINATED,Study was terminated due to funding expiration.,,Non-Obstructive Coronary Atherosclerosis,Isovue,DRUG,STOPPED
NCT05031520,PericOronary INflammaTion in Non-Obstructive Coronary Artery Disease,TERMINATED,Study was terminated due to funding expiration.,,Non-Obstructive Coronary Atherosclerosis,Nitroglycerin,DRUG,STOPPED
NCT05031520,PericOronary INflammaTion in Non-Obstructive Coronary Artery Disease,TERMINATED,Study was terminated due to funding expiration.,,Non-Obstructive Coronary Atherosclerosis,Metoprolol,DRUG,STOPPED
NCT00243308,Serp-1 for the Treatment of Acute Coronary Syndrome,TERMINATED,Third dose group not recruited due to slow enrollment.,PHASE2,Unstable Angina | Coronary Atherosclerosis | Coronary Restenosis,Serine proteinase-1 (Serp-1),DRUG,STOPPED
NCT01230216,Effect of Intensive Blood Pressure Control on Progression of Coronary Atherosclerosis: Randomized Evaluation by Intravascular Ultrasound,TERMINATED,Slow patients enrollment,PHASE4,Coronary Artery Disease | Hypertension,control systolic blood pressure less than 120 mmHg,DRUG,STOPPED
NCT01230216,Effect of Intensive Blood Pressure Control on Progression of Coronary Atherosclerosis: Randomized Evaluation by Intravascular Ultrasound,TERMINATED,Slow patients enrollment,PHASE4,Coronary Artery Disease | Hypertension,control systolic blood pressure less than 140 mmHg,DRUG,STOPPED
NCT04335695,Standardized Vascular Rehabilitation Program to Improve Patient Disease and Quality of Life,TERMINATED,Study not feasible-Not able to enroll the patient population,NA,Vascular Diseases | Peripheral Artery Disease | Peripheral Vascular Diseases,,,STOPPED
NCT05648630,Improving Exercise Rehabilitation Efficacy Outcomes Veterans Peripheral Artery Disease,WITHDRAWN,Inadequate participant recruitment,NA,Peripheral Artery Disease (D058729) | Oxidative Stress (D018384) | Inflammation (D007249),,,STOPPED
NCT03111238,The Efficacy and Safety of REX-001 to Treat Ischemic Rest Pain in Subjects With CLI Rutherford Category 4 and DM,TERMINATED,Stopped due to inactivity,PHASE3,"Peripheral Arterial Disease (PAD) | Diabetes Mellitus (DM) | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Cardiovascular Disease | Critical Limb Ischemia (CLI)",REX-001,DRUG,STOPPED
NCT03111238,The Efficacy and Safety of REX-001 to Treat Ischemic Rest Pain in Subjects With CLI Rutherford Category 4 and DM,TERMINATED,Stopped due to inactivity,PHASE3,"Peripheral Arterial Disease (PAD) | Diabetes Mellitus (DM) | Diabetes Mellitus, Type 1 | Diabetes Mellitus, Type 2 | Cardiovascular Disease | Critical Limb Ischemia (CLI)",Placebo,DRUG,STOPPED
NCT00106938,Carotid Angioplasty and Stenting Versus Endarterectomy in Asymptomatic Subjects Who Are at Standard Risk for Carotid Endarterectomy With Significant Extracranial Carotid Stenotic Disease (ACT I),TERMINATED,Business decision and not a result of any patient or product safety issues.,NA,Carotid Artery Disease | Carotid Stenosis | Stroke | Atherosclerosis,,,STOPPED
NCT02667457,99mTc-rhAnnexin V-128 Imaging for Carotid Atherosclerosis,TERMINATED,Sponsor Decision based on strategic considerations,PHASE2,Carotid Artery Plaque,,,STOPPED
NCT00224328,Measurement of Tissue Oxygen Saturation in Chronic Critical Limb Ischemia,TERMINATED,The results were not able to be consistantly reproduced. Thus the trial was terminated,,Peripheral Arterial Disease,,,STOPPED
NCT03764306,New Ischemic Cerebral Lesions After Endarterectomy vs. Stenting for the Treatment of Symptomatic Carotid Stenosis,TERMINATED,Problem with recruitment of patients meeting the inclusion criteria.,NA,"Carotid Artery Stenosis | Carotid Atherosclerosis | Stroke, Ischemic",,,STOPPED
NCT02264288,Efficacy and Safety of Intramuscular PDA-002 in Subjects Who Have Diabetic Foot Ulcer With and Without Peripheral Arterial Disease,TERMINATED,Business decision with all subjects completing at least 1 year follow-up,PHASE2,Peripheral Arterial Disease | Diabetic Foot,3 x 10^6 cells,BIOLOGICAL,STOPPED
NCT02264288,Efficacy and Safety of Intramuscular PDA-002 in Subjects Who Have Diabetic Foot Ulcer With and Without Peripheral Arterial Disease,TERMINATED,Business decision with all subjects completing at least 1 year follow-up,PHASE2,Peripheral Arterial Disease | Diabetic Foot,10 x 10^6 cells,BIOLOGICAL,STOPPED
NCT02264288,Efficacy and Safety of Intramuscular PDA-002 in Subjects Who Have Diabetic Foot Ulcer With and Without Peripheral Arterial Disease,TERMINATED,Business decision with all subjects completing at least 1 year follow-up,PHASE2,Peripheral Arterial Disease | Diabetic Foot,30 x 10^6 cells,BIOLOGICAL,STOPPED
NCT00166803,The Impact of Rosiglitazone on Regression of Atherosclerosis,SUSPENDED,no fund,NA,"Diabetes Mellitus, Atherosclerosis",Rosiglitazone,DRUG,STOPPED
NCT00437905,Balloon Angioplasty vs. Cutting Balloon Angioplasty of Femoropopliteal Arteries- a Randomized Controlled Trial,TERMINATED,,PHASE4,Peripheral Vascular Disease | Intermittent Claudication | Atherosclerosis | Angioplasty,,,STOPPED
NCT02145988,DLBS1033 Treatment in Diabetic With Peripheral Arterial Disease,TERMINATED,Recruitment rate is unexpectedly too low (insufficient number of eligible patients).,PHASE2|PHASE3,Diabetes | Peripheral Arterial Disease,DLBS1033,DRUG,STOPPED
NCT02145988,DLBS1033 Treatment in Diabetic With Peripheral Arterial Disease,TERMINATED,Recruitment rate is unexpectedly too low (insufficient number of eligible patients).,PHASE2|PHASE3,Diabetes | Peripheral Arterial Disease,Placebo,DRUG,STOPPED
NCT01002209,Postoperative Hyperbaric Oxygen Treatments to Reduce Complications in Diabetic Patients Undergoing Vascular Surgery,WITHDRAWN,Changes in the organisation,PHASE2|PHASE3,Diabetes | Peripheral Arterial Disease | Arterial Occlusive Disease,,,STOPPED
