diseaseId,diseaseName,phenotypeId,phenotypeName,score
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0410378,Decreased proportion of naive CD4 T cells,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0002110,Bronchiectasis,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0002720,Decreased circulating IgA concentration,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0410377,Decreased proportion of naive CD8 T cells,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0010976,Decreased total B cell count,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0012758,Neurodevelopmental delay,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0003593,Infantile onset,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0004315,Decreased circulating IgG concentration,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0002783,Recurrent lower respiratory tract infections,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0032247,Persistent CMV viremia,1.0
MONDO_0014453,immunodeficiency 36 with lymphoproliferation,HP_0030812,Enlarged tonsils,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0031813,Colonic eosinophilia,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0001880,Increased total eosinophil count,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0002099,Asthma,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0100279,Ulcerative colitis,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0002028,Chronic diarrhea,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0002850,Decreased circulating total IgM,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0002090,Pneumonia,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0500093,Food allergy,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0031692,Severe cytomegalovirus infection,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0003212,Increased circulating IgE concentration,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0001047,Atopic dermatitis,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0002110,Bronchiectasis,1.0
MONDO_0054697,immunodeficiency 11b with atopic dermatitis,HP_0032185,Disseminated molluscum contagiosum,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0003621,Juvenile onset,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0009789,Perianal abscess,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0100827,Lymphocytosis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0002037,Inflammation of the large intestine,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0002583,Colitis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0002027,Abdominal pain,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0011463,Childhood onset,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001369,Arthritis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0005231,Chronic gastritis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0002205,Recurrent respiratory infections,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0030374,Decreased proportion of memory B cells,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0100633,Esophagitis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0003565,Elevated erythrocyte sedimentation rate,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001945,Fever,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001954,Recurrent fever,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0005218,Anoperineal fistula,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001891,Iron deficiency anemia,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0011227,Elevated circulating C-reactive protein concentration,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0002014,Diarrhea,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0000988,Skin rash,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0000155,Oral ulcer,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0012450,Chronic constipation,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001824,Weight loss,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0040218,Reduced natural killer cell count,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001894,Thrombocytosis,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0001419,X-linked recessive inheritance,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0030783,Increased circulating interleukin 6 concentration,1.0
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",HP_0003593,Infantile onset,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034177,Reduced circulating interleukin 17A concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0002783,Recurrent lower respiratory tract infections,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034163,Reduced circulating interleukin 10 concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0004840,Hypochromic microcytic anemia,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0011227,Elevated circulating C-reactive protein concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003261,Increased circulating IgA concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003565,Elevated erythrocyte sedimentation rate,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034168,Reduced circulating interleukin 22 concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0031891,Decreased eosinophil count,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003212,Increased circulating IgE concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0032446,Pulmonary bulla,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003493,Antinuclear antibody positivity,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003621,Juvenile onset,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034165,Reduced circulating interleukin 21 concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0100280,Crohn's disease,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0032069,Anti-thyroglobulin antibody positivity,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034171,Reduced circulating interleukin 23 concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0002110,Bronchiectasis,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0031944,Pleural thickening,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0003237,Increased circulating IgG concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0002099,Asthma,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0034174,Reduced circulating interleukin 27 concentration,1.0
MONDO_0030484,immunodeficiency 89 and autoimmunity,HP_0002923,Rheumatoid factor positive,1.0
MONDO_0033541,immunodeficiency 69,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0033541,immunodeficiency 69,HP_0020087,BCGosis,1.0
MONDO_0033541,immunodeficiency 69,HP_0001974,Increased total leukocyte count,1.0
MONDO_0033541,immunodeficiency 69,HP_0001903,Anemia,1.0
MONDO_0033541,immunodeficiency 69,HP_0001945,Fever,1.0
MONDO_0033541,immunodeficiency 69,HP_0000988,Skin rash,1.0
MONDO_0033541,immunodeficiency 69,HP_0001876,Pancytopenia,1.0
MONDO_0033541,immunodeficiency 69,HP_0003281,Increased circulating ferritin concentration,1.0
MONDO_0033541,immunodeficiency 69,HP_0012156,Hemophagocytosis,1.0
MONDO_0033541,immunodeficiency 69,HP_0003593,Infantile onset,1.0
MONDO_0033541,immunodeficiency 69,HP_0001508,Failure to thrive,1.0
MONDO_0033541,immunodeficiency 69,HP_0001433,Hepatosplenomegaly,1.0
MONDO_0033541,immunodeficiency 69,HP_0020086,BCGitis,1.0
MONDO_0033541,immunodeficiency 69,HP_0001744,Splenomegaly,1.0
MONDO_0033541,immunodeficiency 69,HP_0002014,Diarrhea,1.0
MONDO_0033541,immunodeficiency 69,HP_0001894,Thrombocytosis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0006532,Recurrent pneumonia,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000031,Epididymitis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002205,Recurrent respiratory infections,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0008348,Decreased circulating IgG2 concentration,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000750,Delayed speech and language development,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002720,Decreased circulating IgA concentration,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0011463,Childhood onset,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002383,Infectious encephalitis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0003095,Septic arthritis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000999,Pyoderma,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002732,Lymph node hypoplasia,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002028,Chronic diarrhea,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0005403,T lymphocytopenia,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000010,Recurrent urinary tract infections,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0011946,Bronchiolitis obliterans,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0011108,Recurrent sinusitis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0003729,Enteroviral dermatomyositis syndrome,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002719,Recurrent infections,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0005479,Decreased circulating IgE concentration,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000403,Recurrent otitis media,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0003623,Neonatal onset,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0003621,Juvenile onset,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0001419,X-linked recessive inheritance,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0000365,Hearing impairment,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0001513,Obesity,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0004432,Agammaglobulinemia,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0030828,Wheezing,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002110,Bronchiectasis,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0032138,Decreased circulating IgG4 concentration,1.0
Orphanet_47,X-linked agammaglobulinemia,HP_0002718,Recurrent bacterial infections,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0002573,Hematochezia,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0011850,Parotitis,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0001369,Arthritis,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0030057,Autoimmune antibody positivity,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0001974,Increased total leukocyte count,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0002240,Hepatomegaly,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0003565,Elevated erythrocyte sedimentation rate,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0002583,Colitis,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0000389,Chronic otitis media,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0001744,Splenomegaly,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0006568,Increased hepatic glycogen content,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0410295,Complete or near-complete absence of specific antibody response to tetanus vaccine,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0011463,Childhood onset,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0003593,Infantile onset,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0002716,Lymphadenopathy,1.0
MONDO_0968982,autoinflammation with episodic fever and immune dysregulation,HP_0001954,Recurrent fever,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002720,Decreased circulating IgA concentration,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0005424,Absent specific antibody response,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0011123,Inflammatory abnormality of the skin,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0003623,Neonatal onset,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0006532,Recurrent pneumonia,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0003212,Increased circulating IgE concentration,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002014,Diarrhea,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001442,Typified by somatic mosaicism,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002841,Recurrent fungal infections,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001973,Autoimmune thrombocytopenia,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002028,Chronic diarrhea,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002728,Chronic mucocutaneous candidiasis,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0000926,Platyspondyly,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0034829,Adrenal cortical sclerosis,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001744,Splenomegaly,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001508,Failure to thrive,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0000246,Sinusitis,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001890,Autoimmune hemolytic anemia,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0010976,Decreased total B cell count,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0005359,Aplasia of the thymus,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002644,Abnormal pelvic girdle bone morphology,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0003593,Infantile onset,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001880,Increased total eosinophil count,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0004430,Severe combined immunodeficiency,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001967,Diffuse mesangial sclerosis,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002099,Asthma,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002090,Pneumonia,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0030273,Reduced red cell adenosine deaminase level,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0002718,Recurrent bacterial infections,1.0
Orphanet_277,Severe combined immunodeficiency due to adenosine deaminase deficiency,HP_0001888,Decreased total lymphocyte count,1.0
MONDO_0014645,BENTA disease,HP_0002720,Decreased circulating IgA concentration,1.0
MONDO_0014645,BENTA disease,HP_0002719,Recurrent infections,1.0
MONDO_0014645,BENTA disease,HP_0410299,Decreased specific antibody response to polysaccharide vaccine,1.0
MONDO_0014645,BENTA disease,HP_0002850,Decreased circulating total IgM,1.0
MONDO_0014645,BENTA disease,HP_0005404,Increased B cell count,1.0
MONDO_0014645,BENTA disease,HP_0034839,Lymphoid hyperplasia,1.0
MONDO_0014645,BENTA disease,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0014645,BENTA disease,HP_0001744,Splenomegaly,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0003593,Infantile onset,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0001270,Motor delay,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0025085,Bloody diarrhea,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0001903,Anemia,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0003565,Elevated erythrocyte sedimentation rate,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0011227,Elevated circulating C-reactive protein concentration,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0100279,Ulcerative colitis,1.0
MONDO_0030314,"inflammatory bowel disease (infantile ulcerative colitis) 31, autosomal recessive",HP_0001974,Increased total leukocyte count,1.0
MONDO_0030858,immunodeficiency 75,HP_0002665,Lymphoma,1.0
MONDO_0030858,immunodeficiency 75,HP_0003593,Infantile onset,1.0
MONDO_0030858,immunodeficiency 75,HP_4000057,Decreased FasL-mediated apoptosis,1.0
MONDO_0030858,immunodeficiency 75,HP_0001433,Hepatosplenomegaly,1.0
MONDO_0030858,immunodeficiency 75,HP_0011343,Moderate global developmental delay,1.0
MONDO_0030858,immunodeficiency 75,HP_0030388,Decreased proportion of class-switched memory B cells,1.0
MONDO_0030858,immunodeficiency 75,HP_0002729,Follicular hyperplasia,1.0
MONDO_0030858,immunodeficiency 75,HP_0002716,Lymphadenopathy,1.0
MONDO_0030858,immunodeficiency 75,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0030858,immunodeficiency 75,HP_0020072,Persistent EBV viremia,1.0
MONDO_0030858,immunodeficiency 75,HP_0002110,Bronchiectasis,1.0
MONDO_0030858,immunodeficiency 75,HP_0002205,Recurrent respiratory infections,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0001954,Recurrent fever,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0001433,Hepatosplenomegaly,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0004313,Decreased circulating immunoglobulin concentration,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0002716,Lymphadenopathy,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0005523,Lymphoproliferative disorder,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0032170,Severe varicella zoster infection,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0040218,Reduced natural killer cell count,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0410297,Partial absence of specific antibody response to tetanus vaccine,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0012189,Hodgkin lymphoma,1.0
MONDO_0034054,severe combined immunodeficiency due to CD70 deficiency,HP_0002719,Recurrent infections,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002240,Hepatomegaly,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0032230,Cytoplasmic antineutrophil antibody positivity,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0012444,Brain atrophy,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0001252,Hypotonia,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002783,Recurrent lower respiratory tract infections,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002028,Chronic diarrhea,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0033431,Cytomegalovirus colitis,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0011462,Young adult onset,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0100806,Sepsis,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0001508,Failure to thrive,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002061,Lower limb spasticity,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0004315,Decreased circulating IgG concentration,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0001263,Global developmental delay,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0006532,Recurrent pneumonia,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0011463,Childhood onset,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0003593,Infantile onset,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0031402,Reduced antigen-specific T cell proliferation,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0032218,Decreased proportion of CD4-positive T cells,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0001890,Autoimmune hemolytic anemia,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002788,Recurrent upper respiratory tract infections,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0002728,Chronic mucocutaneous candidiasis,1.0
MONDO_0971013,MHC class II deficiency 2,HP_0030991,Sclerosing cholangitis,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0030783,Increased circulating interleukin 6 concentration,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0030388,Decreased proportion of class-switched memory B cells,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0000403,Recurrent otitis media,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0032437,Reduced circulating C-reactive protein concecntration,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0004315,Decreased circulating IgG concentration,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0002788,Recurrent upper respiratory tract infections,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0003593,Infantile onset,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0002850,Decreased circulating total IgM,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0100658,Cellulitis,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0001581,Recurrent skin infections,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0031292,Cutaneous abscess,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0033104,Inappropriate absence of fever,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0003212,Increased circulating IgE concentration,1.0
MONDO_0030069,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",HP_0001047,Atopic dermatitis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0011448,Ankle clonus,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002718,Recurrent bacterial infections,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0000230,Gingivitis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0030991,Sclerosing cholangitis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0003261,Increased circulating IgA concentration,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0001508,Failure to thrive,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002240,Hepatomegaly,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0020102,Pneumocystis jirovecii pneumonia,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0003593,Infantile onset,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0001394,Cirrhosis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0001263,Global developmental delay,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002961,Dysgammaglobulinemia,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0005479,Decreased circulating IgE concentration,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002959,Impaired Ig class switch recombination,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0001347,Hyperreflexia,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002721,Immunodeficiency,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0000155,Oral ulcer,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002014,Diarrhea,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0001873,Thrombocytopenia,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002376,Developmental regression,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0002847,Impaired memory B cell generation,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0009098,Chronic oral candidiasis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0100806,Sepsis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0034285,Enteroviral encephalitis,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0004315,Decreased circulating IgG concentration,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0410243,Abnormal circulating IgM concentration,1.0
Orphanet_101088,X-linked hyper-IgM syndrome,HP_0010280,Stomatitis,1.0
