nctId,briefTitle,overallStatus,phase,studyType,leadSponsor,conditions,drug_raw,drug_normalized,intervention_type,arm_label,arm_type,role,is_candidate_drug,is_combo,outcome_label_mvp,outcome_confidence_mvp,has_resultsSection,primary_endpoint_met_final,outcome_label_final,confidence_final,evidence_source,primary_outcome_title,primary_outcome_timeframe,primary_outcome_pvalues,notes_ctgov,pubmed_pmids,notes_pubmed
NCT02376010,Rivaroxaban Versus Warfarin in the Evaluation of Progression of Coronary Calcium,COMPLETED,PHASE4,INTERVENTIONAL,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Atherosclerosis,rivaroxaban,rivaroxaban,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Coronary Artery Calcium (Serial Calcium Scans),1 year,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT02376010,Rivaroxaban Versus Warfarin in the Evaluation of Progression of Coronary Calcium,COMPLETED,PHASE4,INTERVENTIONAL,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Atherosclerosis,Warfarin,warfarin,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Coronary Artery Calcium (Serial Calcium Scans),1 year,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT06342609,Effect of Colchicine on Progression of Known Coronary Atherosclerosis in Patients With Stable Coronary Artery Disease,COMPLETED,PHASE4,INTERVENTIONAL,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Coronary Artery Disease,Colchicine 0.5 MG,colchicine 0.5 mg,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04807400,Study in Primary Care Evaluating Inclisiran Delivery Implementation + Enhanced Support,COMPLETED,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease | Atherosclerotic Cardiovascular Disease Risk Equivelents | Elevated Low Density Lipoprotein Cholesterol,Inclisiran,inclisiran,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in LDL-C From Baseline to Day 270,"Baseline, Day 270","p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001",,
NCT04807400,Study in Primary Care Evaluating Inclisiran Delivery Implementation + Enhanced Support,COMPLETED,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease | Atherosclerotic Cardiovascular Disease Risk Equivelents | Elevated Low Density Lipoprotein Cholesterol,Background lipid lowering therapy,background lipid lowering therapy,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Percentage Change in LDL-C From Baseline to Day 270,"Baseline, Day 270","p=0.001, p=0.001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.001, p=0.001",,
NCT02501018,Study to Assess the Efficacy and Safety of CLBS12 in Patients with Critical Limb Ischemia (CLI),COMPLETED,PHASE2,INTERVENTIONAL,"Lisata Therapeutics, Inc.",Critical Limb Ischemia | Buerger Disease | Thromboangiitis Obliterans | Atherosclerosis Obliterans,CLBS12,clbs12,BIOLOGICAL,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02910271,Clinical Features and Prevalence of Asymptomatic Peripheral Artery Disease in Patients With Type 1 Diabetes Mellitus,COMPLETED,,OBSERVATIONAL,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,Type 1 Diabetes Mellitus | Peripheral Artery Disease,María Lía Nattero Chávez,maría lía nattero chávez,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03006770,"Efficacy, Tolerability and Safety of Intramuscular Injections of PLX PAD for the Treatment of Subjects With Critical Limb Ischemia (CLI) With Minor Tissue Loss Who Are Unsuitable for Revascularization",COMPLETED,PHASE3,INTERVENTIONAL,Pluristem Ltd.,Critical Limb Ischemia (CLI),PLX-PAD,plx-pad,BIOLOGICAL,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04661644,Efficacy and Safety of Mesenchymal Stem Cell Clusters in Patients with Critical Limb Ischemia,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,"S.Biomedics Co., Ltd.",Critical Limb Ischemia,Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^7 cells/1 mL/vial),clusters of adipose-derived mesenchymal stem cells dose 1 x 10^7 cells 1 ml vial,BIOLOGICAL,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04661644,Efficacy and Safety of Mesenchymal Stem Cell Clusters in Patients with Critical Limb Ischemia,COMPLETED,"PHASE1,PHASE2",INTERVENTIONAL,"S.Biomedics Co., Ltd.",Critical Limb Ischemia,Clusters of adipose-derived mesenchymal stem cells (Dose: 1 x 10^8 cells/1 mL/vial),clusters of adipose-derived mesenchymal stem cells dose 1 x 10^8 cells 1 ml vial,BIOLOGICAL,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02106429,Platelet Activity in Vascular Surgery and Cardiovascular Events,COMPLETED,,OBSERVATIONAL,NYU Langone Health,Cardiovascular Disease | Peripheral Artery Disease | Critical Limb Ischemia,"Jeffrey Berger, MD",jeffrey berger md,UNKNOWN,,,OTHER,1,0,UNCLEAR,LOW,1,,,,,,,,,,
NCT01799811,Cryopreserved Saphenous Vein Allograft in Patients With Critical Limb Ischemia for Peripheral Revascularization,COMPLETED,,OBSERVATIONAL,"CryoLife, Inc.",Critical Limb Ischemia | Peripheral Arterial Disease,"Scott B Capps, MS",scott b capps ms,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03253328,N-Acetyl-Cysteine (NAC) for Healing of Amputation Stumps in the Setting of Diabetes,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,Washington University School of Medicine,Diabetes Mellitus | Critical Limb Ischemia | Lower Limb Amputation Knee | Peripheral Arterial Disease,Active Arm N-acetyl cysteine (NAC),active arm n-acetyl cysteine nac,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,,,,,,,,,,
NCT03253328,N-Acetyl-Cysteine (NAC) for Healing of Amputation Stumps in the Setting of Diabetes,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,Washington University School of Medicine,Diabetes Mellitus | Critical Limb Ischemia | Lower Limb Amputation Knee | Peripheral Arterial Disease,Placebo Arm,placebo arm,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,,,,,,,,,,
NCT00653835,Ezetimibe Plus Simvastatin Versus Simvastatin in Untreated Subjects With High Cholesterol (P03435),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolaemia | Atherosclerosis,Ezetimibe + Simvastatin,ezetimibe + simvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00653835,Ezetimibe Plus Simvastatin Versus Simvastatin in Untreated Subjects With High Cholesterol (P03435),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolaemia | Atherosclerosis,Simvastatin,simvastatin,DRUG,Ezetimibe + Simvastatin,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00552097,Effect of Ezetimibe Plus Simvastatin Versus Simvastatin Alone on Atherosclerosis in the Carotid Artery (ENHANCE)(P02578),COMPLETED,PHASE3,INTERVENTIONAL,Organon and Co,Atherosclerosis | Hypercholesterolemia | Hyperlipoproteinemia Type II,ezetimibe (plus simvastatin),ezetimibe plus simvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00552097,Effect of Ezetimibe Plus Simvastatin Versus Simvastatin Alone on Atherosclerosis in the Carotid Artery (ENHANCE)(P02578),COMPLETED,PHASE3,INTERVENTIONAL,Organon and Co,Atherosclerosis | Hypercholesterolemia | Hyperlipoproteinemia Type II,placebo (plus simvastatin),placebo plus simvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00166530,EASEGO Study: Doubling of Atorvastatin/Simvastatin or INEGY in Patients With Hypercholesterolemia and Coronary Artery Disease(CAD)(0653A-089),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Atherosclerosis,ezetimibe (+) simvastatin,ezetimibe + simvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00166530,EASEGO Study: Doubling of Atorvastatin/Simvastatin or INEGY in Patients With Hypercholesterolemia and Coronary Artery Disease(CAD)(0653A-089),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Atherosclerosis,simvastatin,simvastatin,DRUG,2,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00166530,EASEGO Study: Doubling of Atorvastatin/Simvastatin or INEGY in Patients With Hypercholesterolemia and Coronary Artery Disease(CAD)(0653A-089),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Atherosclerosis,atorvastatin,atorvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00650663,Ezetimibe Plus Simvastatin Versus Simvastatin Alone in African-American Subjects With Primary Hypercholesterolemia (P03377),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolemia | Atherosclerosis,Ezetimibe + Simvastatin,ezetimibe + simvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00650663,Ezetimibe Plus Simvastatin Versus Simvastatin Alone in African-American Subjects With Primary Hypercholesterolemia (P03377),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolemia | Atherosclerosis,Simvastatin,simvastatin,DRUG,Ezetimibe + Simvastatin,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00653796,Ezetimibe Plus Atorvastatin Versus Atorvastatin in Untreated Subjects With High Cholesterol (P03434),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolemia | Atherosclerosis,Ezetimibe + Atorvastatin,ezetimibe + atorvastatin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00653796,Ezetimibe Plus Atorvastatin Versus Atorvastatin in Untreated Subjects With High Cholesterol (P03434),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypercholesterolemia | Atherosclerosis,Atorvastatin,atorvastatin,DRUG,Ezetimibe + Atorvastatin,EXPERIMENTAL,EXPERIMENTAL,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT00651274,Comparison of Co-administration of Ezetimibe Plus Simvastatin Versus Simvastatin Alone in Primary Hypercholesterolemia (P03476),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Atherosclerosis | Hypercholesterolemia | Coronary Heart Disease,Ezetimibe,ezetimibe,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04853719,Rivaroxaban 2.5 mg BID and Aspirin for Intermittent Claudication in PAD Patients,COMPLETED,PHASE4,INTERVENTIONAL,Science Valley Research Institute,Peripheral Artery Disease | Intermittent Claudication,Rivaroxaban 2.5 Mg Oral Tablet,rivaroxaban 2.5 mg oral tablet,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05659888,Real Life Lipid Management in Hospitals Not Participating in PENELOPE Trial - Control Population for PENELOPE,COMPLETED,,OBSERVATIONAL,Clinical Operations WCN B.V.,Atherosclerotic Cardiovascular Disease | STEMI | Non STEMI,Marco Alings,marco alings,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT01397721,Pulmonary Vascular Changes in Early Chronic Obstructive Pulmonary,COMPLETED,,OBSERVATIONAL,Columbia University,Chronic Obstructive Pulmonary Disease,"R. Graham Barr, MD, DrPh",r. graham barr md drph,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06507852,"A Real-world Study of Inclisiran Adherence, Treatment Patterns, Patient Characteristics, and Effectiveness in ASCVD Patients With Hypercholesterolemia, ASCVD-risk Equivalent Patients With Hypercholesterolemia and Familial Hypercholesterolemia",COMPLETED,,OBSERVATIONAL,Novartis,Atherosclerotic Cardiovascular Disease | Hypercholesterolemia,Novartis Pharmaceuticals,novartis pharmaceuticals,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04141579,Functional Improvement of Coronary Artery Narrowing by Cholesterol Reduction With a PCSK9 Antibody,COMPLETED,,INTERVENTIONAL,Radboud University Medical Center,Coronary Artery Disease | Atherosclerosis of Coronary Artery,Evolocumab 140 MG/ML [Repatha],evolocumab 140 mg ml repatha,DRUG,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03689946,Effect of Evolocumab on Coronary Atherosclerosis,COMPLETED,PHASE3,INTERVENTIONAL,Cedars-Sinai Medical Center,Cardiovascular Disease | Hyperlipidemia,Evolocumab,evolocumab,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Change in Noncalcified Coronary Artery Plaque Volume (NCPV),baseline (pre-treatment) and 18 months after of treatment,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,"40178463,39343355","PubMed search by NCTId; pmids=40178463,39343355"
NCT03689946,Effect of Evolocumab on Coronary Atherosclerosis,COMPLETED,PHASE3,INTERVENTIONAL,Cedars-Sinai Medical Center,Cardiovascular Disease | Hyperlipidemia,Omnipaque,omnipaque,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Change in Noncalcified Coronary Artery Plaque Volume (NCPV),baseline (pre-treatment) and 18 months after of treatment,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,"40178463,39343355","PubMed search by NCTId; pmids=40178463,39343355"
NCT03689946,Effect of Evolocumab on Coronary Atherosclerosis,COMPLETED,PHASE3,INTERVENTIONAL,Cedars-Sinai Medical Center,Cardiovascular Disease | Hyperlipidemia,Metoprolol,metoprolol,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Change in Noncalcified Coronary Artery Plaque Volume (NCPV),baseline (pre-treatment) and 18 months after of treatment,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,"40178463,39343355","PubMed search by NCTId; pmids=40178463,39343355"
NCT03689946,Effect of Evolocumab on Coronary Atherosclerosis,COMPLETED,PHASE3,INTERVENTIONAL,Cedars-Sinai Medical Center,Cardiovascular Disease | Hyperlipidemia,Nitroglycerin,nitroglycerin,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Change in Noncalcified Coronary Artery Plaque Volume (NCPV),baseline (pre-treatment) and 18 months after of treatment,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,"40178463,39343355","PubMed search by NCTId; pmids=40178463,39343355"
NCT04753606,Randomized Study of Obicetrapib as an Adjunct to Statin Therapy,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemias | High Cholesterol | Hypercholesterolemia,Obicetrapib,obicetrapib,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) [Friedewald],8-weeks,"p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001",,
NCT05266586,Study to Evaluate the Effect of Obicetrapib in Combination With Ezetimibe as an Adjunct to HIS Therapy,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemias | High Cholesterol | Hypercholesterolemia,Obicetrapib,obicetrapib,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) for Combination Treatment Group Compared With the Placebo Group [Friedewald],12-weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT05266586,Study to Evaluate the Effect of Obicetrapib in Combination With Ezetimibe as an Adjunct to HIS Therapy,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemias | High Cholesterol | Hypercholesterolemia,Ezetimibe 10mg,ezetimibe 10mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) for Combination Treatment Group Compared With the Placebo Group [Friedewald],12-weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT05189847,Clinical Register Studying the therApeutic Patient Population With Multifocal Atherosclerosis,COMPLETED,,OBSERVATIONAL,Eurasian Association of Therapists,Polyvascular Disease | Atherosclerosis | Atherosclerosis Generalized | Cardiovascular Diseases | Cardiac Death | Chronic Kidney Diseases | Bleeding | Acute Stroke | Acute Coronary Syndrome,"Alexander Arutyunov, professor",alexander arutyunov professor,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT03363165,Hepatocyte Growth Factor to Improve Functioning in PAD,COMPLETED,PHASE2,INTERVENTIONAL,Northwestern University,Peripheral Artery Disease,VM202,vm202,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,Six-minute Walk Distance,Change from baseline to six-month follow-up in six-minute walk distance,p=0.7586,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.7586,,
NCT00496834,LAAS (Losartan Anti-Atherosclerosis Study)(0954-330)(COMPLETED),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypertension,losartan potassium,losartan potassium,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Pulse Wave Velocity (PWV) Changes From Baseline (Visit 2) to 24 Weeks (Visit 6) After the Administration of the Study Drug,Baseline and 24 Weeks,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT00496834,LAAS (Losartan Anti-Atherosclerosis Study)(0954-330)(COMPLETED),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypertension,Comparator: carvedilol,comparator carvedilol,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Pulse Wave Velocity (PWV) Changes From Baseline (Visit 2) to 24 Weeks (Visit 6) After the Administration of the Study Drug,Baseline and 24 Weeks,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT00496834,LAAS (Losartan Anti-Atherosclerosis Study)(0954-330)(COMPLETED),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypertension,Comparator: losartan (+) hydrochlorothiazide (HCTZ),comparator losartan + hydrochlorothiazide hctz,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Pulse Wave Velocity (PWV) Changes From Baseline (Visit 2) to 24 Weeks (Visit 6) After the Administration of the Study Drug,Baseline and 24 Weeks,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT00496834,LAAS (Losartan Anti-Atherosclerosis Study)(0954-330)(COMPLETED),COMPLETED,PHASE4,INTERVENTIONAL,Organon and Co,Hypertension,Comparator: carvedilol (+) hydrochlorothiazide,comparator carvedilol + hydrochlorothiazide,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Pulse Wave Velocity (PWV) Changes From Baseline (Visit 2) to 24 Weeks (Visit 6) After the Administration of the Study Drug,Baseline and 24 Weeks,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT05742841,EMERALD (Emergency Medicine Cardiovascular Risk Assessment for Lipid Disorders),COMPLETED,PHASE4,INTERVENTIONAL,Wake Forest University Health Sciences,Lipid Disorder,moderate- or high-intensity statin/ rosuvastatin,moderate- or high-intensity statin rosuvastatin,DRUG,,,OTHER,1,0,UNCLEAR,LOW,1,U,UNCLEAR,LOW,UNRESOLVED,Low-density Lipoprotein Cholesterol (LDL-C) Levels at Baseline and Day 30,Baseline and Day 30,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT05974345,In Silico Study Assessing the Impact of Inclisiran on Major Adverse Cardiovascular Events in Patients With Established Cardiovascular Disease,COMPLETED,,OBSERVATIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease,Inclisiran sodium,inclisiran sodium,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05974345,In Silico Study Assessing the Impact of Inclisiran on Major Adverse Cardiovascular Events in Patients With Established Cardiovascular Disease,COMPLETED,,OBSERVATIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease,Ezetimibe,ezetimibe,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05974345,In Silico Study Assessing the Impact of Inclisiran on Major Adverse Cardiovascular Events in Patients With Established Cardiovascular Disease,COMPLETED,,OBSERVATIONAL,Novartis Pharmaceuticals,Atherosclerotic Cardiovascular Disease,Evolocumab,evolocumab,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04770389,Randomized Study of Obicetrapib in Combination With Ezetimibe,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemias | High Cholesterol | Hypercholesterolemia,Obicetrapib 5mg,obicetrapib 5mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) From Baseline to Day 57: Obicetrapib in Combination With Ezetimibe Compared to Placebo [Friedewald],8 weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT04770389,Randomized Study of Obicetrapib in Combination With Ezetimibe,COMPLETED,PHASE2,INTERVENTIONAL,NewAmsterdam Pharma,Dyslipidemias | High Cholesterol | Hypercholesterolemia,Ezetimibe 10mg,ezetimibe 10mg,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) From Baseline to Day 57: Obicetrapib in Combination With Ezetimibe Compared to Placebo [Friedewald],8 weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT05619042,Detection of Coronary Artery Calcifications by Whole Blood Transcriptome Analyzed by Artificial InTelligence Algorithms,COMPLETED,,OBSERVATIONAL,Santiago Gabriel Miriuka,"Atherosclerosis | Atheroscleroses, Coronary | Atherosclerotic Plaque","Santiago G Miriuka, MD MSc PhD",santiago g miriuka md msc phd,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT05733325,Diet-induced Elevations in LDL-C and Progression of Atherosclerosis,COMPLETED,,OBSERVATIONAL,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Hypercholesterolemia,"Matthew A Budoff, MD",matthew a budoff md,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT04103034,"A SAD/MAD Study of Safety, Tolerability and Pharmacologic Activity of BT200 in Normal Volunteers",COMPLETED,PHASE1,INTERVENTIONAL,Band Therapeutics,Cerebrovascular Stroke | Large-Artery Atherosclerosis (Embolus/Thrombosis) | Intracranial Arteriosclerosis,BT200,bt200,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,,,,,,,,,,
NCT04103034,"A SAD/MAD Study of Safety, Tolerability and Pharmacologic Activity of BT200 in Normal Volunteers",COMPLETED,PHASE1,INTERVENTIONAL,Band Therapeutics,Cerebrovascular Stroke | Large-Artery Atherosclerosis (Embolus/Thrombosis) | Intracranial Arteriosclerosis,Desmopressin,desmopressin,DRUG,,,OTHER,1,1,UNCLEAR,LOW,1,,,,,,,,,,
NCT05752968,Elevated Levels of Antibodies to Endotoxin Core in Hemodialysis Patients With Peripheral Artery Disease,COMPLETED,,OBSERVATIONAL,Tungs' Taichung Metroharbour Hospital,Endotoxemia | Peripheral Arterial Disease,"Paik Seong Lim, PhD",paik seong lim phd,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06167265,BE Study of Once Daily PMR Compared to Twice Daily Cilostazol Tablets in Healthy Volunteers,COMPLETED,PHASE1,INTERVENTIONAL,"Genovate Biotechnology Co., Ltd.,",Intermittent Claudication,Cilostazol Tablet 100 mg,cilostazol tablet 100 mg,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06167265,BE Study of Once Daily PMR Compared to Twice Daily Cilostazol Tablets in Healthy Volunteers,COMPLETED,PHASE1,INTERVENTIONAL,"Genovate Biotechnology Co., Ltd.,",Intermittent Claudication,PMR Tablet 145 mg,pmr tablet 145 mg,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT06187532,Carotid Plaque-Burden Scale and Outcomes. A Real Life Study,COMPLETED,,OBSERVATIONAL,Fundación para la Formación e Investigación de los Profesionales de la Salud de Extremadura,"Atheroscleroses, Cerebral | Carotid Plaque","JUAN SANCHEZ M-TORRERO, PhD",juan sanchez m-torrero phd,UNKNOWN,,,OTHER,1,0,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02931188,The Effect of Anacetrapib on Vascular Function and Arterial Stiffness,COMPLETED,,OBSERVATIONAL,Cambridge University Hospitals NHS Foundation Trust,Atherosclerotic Cardiovascular Disease | Vascular Disease,Anacetrapib,anacetrapib,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
NCT02931188,The Effect of Anacetrapib on Vascular Function and Arterial Stiffness,COMPLETED,,OBSERVATIONAL,Cambridge University Hospitals NHS Foundation Trust,Atherosclerotic Cardiovascular Disease | Vascular Disease,Statin,statin,DRUG,,,OTHER,1,1,NO_RESULTS,HIGH,0,,,,,,,,,,
