nctId,briefTitle,overallStatus,phases,studyType,has_resultsSection,mvp_outcome_label,mvp_outcome_confidence,pass_interventional,pass_phase23,primary_endpoint_met_final,outcome_label_final,confidence_final,evidence_source,primary_outcome_title,primary_outcome_timeframe,primary_outcome_pvalues,notes_ctgov,pubmed_pmids,notes_pubmed
NCT04141579,Functional Improvement of Coronary Artery Narrowing by Cholesterol Reduction With a PCSK9 Antibody,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03689946,Effect of Evolocumab on Coronary Atherosclerosis,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Change in Noncalcified Coronary Artery Plaque Volume (NCPV),baseline (pre-treatment) and 18 months after of treatment,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,"40178463,39343355","PubMed search by NCTId; pmids=40178463,39343355"
NCT04753606,Randomized Study of Obicetrapib as an Adjunct to Statin Therapy,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) [Friedewald],8-weeks,"p=0.0001, p=0.0001","Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001, p=0.0001",,
NCT04470687,Ultrafast Ultrasound Imaging Assesment of Carotid Plaque Neovascularization,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03871725,Sonodynamic Therapy in the Treatment of Carotid Atherosclerosis,COMPLETED,PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT04710420,"Prospective Multicenter Registry on the Endovascular Treatment in Critical Limb Threatening Ischemia With Below the Knee Lesions With Wound, Ischemia, and Foot Infection (WIFI) Assessment",COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03085524,The Impact of Diabetes on REvascularization,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05947994,Elucidate Outcomes of Elective High-grade/Total Occlusion Intracranial Arteries Using Low-profile Self-expanding Stent,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05266586,Study to Evaluate the Effect of Obicetrapib in Combination With Ezetimibe as an Adjunct to HIS Therapy,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) for Combination Treatment Group Compared With the Placebo Group [Friedewald],12-weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT03586739,Evaluation of Covered Stents Versus Bare Metal Stents for Endovascular Treatment of Chronic Ischemia Mesenteric Disease.,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03551496,The DES BTK Vascular Stent System vs PTA in Subjects With Critical Limb Ischemia,COMPLETED,PHASE3,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Number of Participants With Primary Patency,12 months,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,37844137,PubMed search by NCTId; pmids=37844137
NCT05189847,Clinical Register Studying the therApeutic Patient Population With Multifocal Atherosclerosis,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02607033,Exercise and Weight Loss in PAD,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT02316782,Bifurcation Lesion Analysis and STenting / BLAST,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04235023,PTP1B Implication in the Vascular Dysfunction Associated With Obstructive Sleep Apnea,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06436001,Comparing BlueDop Vascular Expert to Ankle-Brachial Index in the Identification of Peripheral Vascular Disease,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03363165,Hepatocyte Growth Factor to Improve Functioning in PAD,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,N,NEGATIVE,MED,CTGOV_STRUCTURED,Six-minute Walk Distance,Change from baseline to six-month follow-up in six-minute walk distance,p=0.7586,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.7586,,
NCT03190382,SHOWME-PAD (Peripheral Artery Disease),COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03171259,SCOPE CLI (Shifting Care and Outcomes for Patients With Endangered Limbs - Critical Limb Ischemia),COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04525794,BRight DCB First-in-Human Study,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT04865588,Rotational Atherectomy Combined With Cutting Balloon to Optimize Stent Expansion in Calcified Lesions,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT00496834,LAAS (Losartan Anti-Atherosclerosis Study)(0954-330)(COMPLETED),COMPLETED,PHASE4,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Pulse Wave Velocity (PWV) Changes From Baseline (Visit 2) to 24 Weeks (Visit 6) After the Administration of the Study Drug,Baseline and 24 Weeks,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT05742841,EMERALD (Emergency Medicine Cardiovascular Risk Assessment for Lipid Disorders),COMPLETED,PHASE4,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,U,UNCLEAR,LOW,UNRESOLVED,Low-density Lipoprotein Cholesterol (LDL-C) Levels at Baseline and Day 30,Baseline and Day 30,,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY).,,PubMed search by NCTId; pmids=
NCT03124875,PROMISE I Early Feasibility Trial of the LimFlow Stent Graft System,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT02991703,"Simplified Pulse Wave Velocity Measurement, Validation Study of the pOpmètre in Children",COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03738631,Cardiac Biomarkers After Marathon Running and Coronary Atherosclerosis,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT05974345,In Silico Study Assessing the Impact of Inclisiran on Major Adverse Cardiovascular Events in Patients With Established Cardiovascular Disease,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT01674257,Metabolic Imaging in Carotid Atherosclerosis,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04770389,Randomized Study of Obicetrapib in Combination With Ezetimibe,COMPLETED,PHASE2,INTERVENTIONAL,1,UNCLEAR,LOW,1,1,Y,POSITIVE,MED,CTGOV_STRUCTURED,Mean Percent Change in Low-Density Lipoprotein Cholesterol (LDL-C) From Baseline to Day 57: Obicetrapib in Combination With Ezetimibe Compared to Placebo [Friedewald],8 weeks,p=0.0001,Structured CT.gov extraction from resultsSection.outcomeMeasuresModule.outcomeMeasures (PRIMARY). p=0.0001,,
NCT02939924,Treatment of Patients With Lesions in the Superficial Femoral and/ or Popliteal Arteries Using Kanshas Paclitaxel-coated Balloon Catheter.,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05203887,Short- and Long-term Outcomes of Stenting for Symptomatic Intracranial Arterial Stenosis: a Cohort Study,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02936622,Paclitaxel-coated Peripheral Stents Used in the Treatment of Femoropopliteal Stenoses,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03193619,Real World Registry Assessing the Clinical Use of the Bard UltraScore Forced Focus PTA Balloon,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT05639244,Time Restricted Eating and Innate Immunity,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05619042,Detection of Coronary Artery Calcifications by Whole Blood Transcriptome Analyzed by Artificial InTelligence Algorithms,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT02080520,Nattokinase Atherothrombotic Prevention Study,COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT05733325,Diet-induced Elevations in LDL-C and Progression of Atherosclerosis,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04103034,"A SAD/MAD Study of Safety, Tolerability and Pharmacologic Activity of BT200 in Normal Volunteers",COMPLETED,PHASE1,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT00362518,Vitamins C and Vitamin E and Cardiovascular Risk,COMPLETED,PHASE3,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,1,,,,,,,,,,
NCT00534014,Vitamin C and Cardiovascular Risk,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05752968,Elevated Levels of Antibodies to Endotoxin Core in Hemodialysis Patients With Peripheral Artery Disease,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT01930071,PQ Bypass Guide Wire Delivery System for Femoropopliteal Bypass,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT03490968,The Impact of Branched-Chain Amino Acid Metabolism on Limb Dysfunction in PAD,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06167265,BE Study of Once Daily PMR Compared to Twice Daily Cilostazol Tablets in Healthy Volunteers,COMPLETED,PHASE1,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06094686,Epicardial Adipose Tissue Thickness and the Related Factors in Patients With Ankylosing Spondylitis,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04271280,Treatment of High and Very High riSk Dyslipidemic pAtients for the PreveNTion of CardiOvasculaR Events,COMPLETED,,OBSERVATIONAL,1,UNCLEAR,LOW,0,0,,,,,,,,,,
NCT02163408,3D Multi-Contrast Atherosclerosis Characterization of the Carotid Artery,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04107298,Safety and Feasibility of Surmodics SUNDANCE™ Drug Coated Balloon,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT05536960,Dotatate to Locate Coronary Plaques at High-risk of Myocardial Infarction,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT06187532,Carotid Plaque-Burden Scale and Outcomes. A Real Life Study,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04400409,Implementation of Vascular Care Team to Improve Medical Management of PAD Patients,COMPLETED,,INTERVENTIONAL,0,NO_RESULTS,HIGH,1,0,,,,,,,,,,
NCT02931188,The Effect of Anacetrapib on Vascular Function and Arterial Stiffness,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT03421561,ILLUMENATE Pivotal Post-Approval Study (PAS),COMPLETED,,INTERVENTIONAL,1,UNCLEAR,LOW,1,0,,,,,,,,,,
NCT06173960,3-year Follow-up of Patients Treated With Jetstream Combined With Ranger for Calcified Femoropopliteal Lesions,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
NCT04186676,Myocardial Infarction With Non-Obstructive Coronary Arteries in the Greek Population,COMPLETED,,OBSERVATIONAL,0,NO_RESULTS,HIGH,0,0,,,,,,,,,,
